Dépôt GitHub,Identifiant,Segmentation,Transcription,Pages,Imprimeur,Titre bref,Auteur,Date,Lieu,Lien fac-similé numérique,Lieu de conservation
SETAFDH/HTR-Varia-Malingre,Gallica bpt6k87118420, en cours, en cours (gothique sauf 4 pages au début en romain), 58/180,Gryphius,Les Oeuvres de Clement Marot,Clément Marot,1538,Lyon,https://gallica.bnf.fr/ark:/12148/bpt6k87118420,Paris BNF RES-YE-1461
